"annotation_id","annotator","created_at","id","img","kp-1","lead_time","updated_at"
179,"1","2025-05-12T17:05:38.168571Z",222,"/data/upload/5/a572e69f-image_0_D35.png","[{""x"":22.0711957448054,""y"":56.92034838253487,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":19.94326628660115,""y"":57.95836275239059,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.136982811935244,""y"":51.52267365928507,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.797805803704414,""y"":51.52267365928507,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.873834543415875,""y"":54.53291533186668,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.251025921502432,""y"":57.02414981952043,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.11945178724275,""y"":56.712745508563714,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.510529513966365,""y"":61.79901592085679,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",31.436,"2025-05-12T17:05:38.168605Z"
180,"1","2025-05-12T17:10:32.599153Z",223,"/data/upload/5/0be374f6-image_1_D35.png","[{""x"":22.530395136778107,""y"":43.76899696048632,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":17.667173252279632,""y"":23.5562310030395,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":15.311550151975673,""y"":16.109422492401208,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":32.636778115501514,""y"":73.25227963525836,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":34.38449848024315,""y"":74.01215805471125,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":36.20820668693008,""y"":73.86018237082068,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":35.98024316109422,""y"":66.26139817629179,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":33.54863221884498,""y"":58.96656534954406,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":34.080547112462,""y"":64.741641337386,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":36.51215805471124,""y"":82.9787234042553,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":37.80395136778115,""y"":84.19452887537993,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":39.32370820668692,""y"":85.56231003039512,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":38.867781155015194,""y"":87.99392097264437,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":36.58814589665653,""y"":87.38601823708206,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512}]",81.106,"2025-05-12T17:10:32.599187Z"
181,"1","2025-05-12T17:11:18.534002Z",224,"/data/upload/5/12656a2a-image_2_D35.png","[{""x"":25.645896656534944,""y"":61.550151975683875,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":13.18389057750759,""y"":46.65653495440729,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":9.53647416413373,""y"":52.43161094224923,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":11.512158054711238,""y"":53.951367781155,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":12.727963525835856,""y"":55.01519756838905,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.354103343465038,""y"":64.58966565349543,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.934650455927045,""y"":64.741641337386,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.062310030395132,""y"":61.85410334346504,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":16.83130699088145,""y"":56.23100303951367,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":10.448328267477198,""y"":60.48632218844984,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":10.904255319148929,""y"":64.1337386018237,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":12.348024316109413,""y"":65.80547112462006,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":13.639817629179324,""y"":63.677811550151965,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":12.879939209726436,""y"":67.93313069908814,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":12.651975683890567,""y"":61.398176291793305,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":8.548632218844975,""y"":66.41337386018236,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":9.688449848024309,""y"":56.83890577507598,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":8.320668693009111,""y"":59.118541033434646,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":7.636778115501511,""y"":58.05471124620061,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":13.259878419452878,""y"":39.05775075987841,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":14.39969604863221,""y"":42.24924012158054,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",44.069,"2025-05-12T17:11:18.534035Z"
182,"1","2025-05-12T17:11:33.263632Z",225,"/data/upload/5/6debcca1-image_3_D35.png","[{""x"":27.317629179331306,""y"":46.960486322188444,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":27.77355623100303,""y"":56.23100303951367,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":27.545592705167167,""y"":51.21580547112462,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.873860182370816,""y"":37.0820668693009,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.82522796352583,""y"":37.23404255319148,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.734042553191486,""y"":19.14893617021276,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":41.147416413373854,""y"":44.07294832826747,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",12.859,"2025-05-12T17:11:33.263672Z"
183,"1","2025-05-12T17:15:47.210026Z",226,"/data/upload/5/cf5a310d-image_4_D35.png","[{""x"":38.41185410334346,""y"":32.67477203647415,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":23.82218844984802,""y"":25.07598784194528,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":18.73100303951367,""y"":49.999999999999986,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":10.82826747720364,""y"":39.51367781155014,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":30.053191489361698,""y"":54.86322188449847,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":29.977203647416406,""y"":77.6595744680851,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":29.82522796352583,""y"":84.19452887537993,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":26.405775075987837,""y"":81.15501519756837,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.402735562310024,""y"":47.112462006079014,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.466565349544066,""y"":51.67173252279634,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":18.882978723404246,""y"":44.832826747720354,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":6.952887537993913,""y"":40.27355623100303,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":39.27188226181254,""y"":98.06351665375678,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.00542215336948,""y"":13.013168086754453,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":11.076684740511231,""y"":28.195197521301317,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.117738187451586,""y"":37.8001549186677,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":26.800929512006196,""y"":35.631293570875286,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":25.09682416731216,""y"":34.08210689388071,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":25.406661502711074,""y"":38.10999225406662,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":23.78001549186677,""y"":38.8845855925639,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.857474825716498,""y"":31.138652207591015,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":25.71649883810999,""y"":31.603408210689388,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":25.71649883810999,""y"":28.505034856700235,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":30.131680867544542,""y"":28.969790859798607,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.4275755228505,""y"":32.84275755228505,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.27962819519752,""y"":38.10999225406662,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.272656855151045,""y"":43.37722695584818,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":32.14562354763749,""y"":48.17970565453137,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":33.23005422153369,""y"":51.27807900852053,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":32.53292021688613,""y"":54.22153369481022,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",105.61699999999999,"2025-05-12T17:15:47.210062Z"
184,"1","2025-05-12T17:16:22.151492Z",227,"/data/upload/5/8ff17b96-image_5_D35.png","[{""x"":19.11094224924011,""y"":53.951367781155,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":22.720364741641337,""y"":58.1441865485273,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.592705167173257,""y"":50.24145098621726,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.18844984802432,""y"":48.41774277953033,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":19.75683890577508,""y"":57.38430812907441,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.531914893617024,""y"":54.64874581904401,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.987841945288753,""y"":50.39342667010784,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.936170212765955,""y"":47.50588867618687,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":14.58966565349544,""y"":45.68218046949993,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.264437689969604,""y"":38.083396274971065,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.568389057750764,""y"":69.39038715643004,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":24.240121580547115,""y"":69.69433852421119,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":23.32826747720365,""y"":73.18977925369447,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",33.262,"2025-05-12T17:16:22.151526Z"
185,"1","2025-05-12T17:16:33.314220Z",228,"/data/upload/5/a908deac-image_6_D35.png","[{""x"":28.305471124620052,""y"":52.43161094224923,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":27.849544072948323,""y"":58.96656534954406,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.797872340425528,""y"":54.71124620060789,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.141337386018236,""y"":65.34954407294832,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",7.498,"2025-05-12T17:16:33.314253Z"
186,"1","2025-05-12T17:16:41.227719Z",229,"/data/upload/5/cf9c0cd7-image_7_D35.png","[{""x"":20.75910147172734,""y"":61.50271107668473,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":9.14020139426801,""y"":54.37645236250969,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":13.632842757552286,""y"":50.65840433772269,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":15.956622773044153,""y"":50.50348567002324,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":5.112316034082107,""y"":51.58791634391944,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",6.445,"2025-05-12T17:16:41.227758Z"
187,"1","2025-05-12T17:16:50.159076Z",230,"/data/upload/5/36035535-image_8_D35.png","[{""x"":32.33282674772036,""y"":45.28875379939209,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":30.509118541033427,""y"":47.112462006079014,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":31.64893617021276,""y"":48.63221884498479,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",7.453,"2025-05-12T17:16:50.159103Z"
188,"1","2025-05-12T17:16:56.427398Z",231,"/data/upload/5/cd56b12c-image_9_D35.png","[{""x"":16.755319148936163,""y"":58.35866261398175,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":15.995440729483276,""y"":54.407294832826736,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",4.542,"2025-05-12T17:16:56.427430Z"
